video_id,title,upload_date,keyword,transcription
V0nCOnXL0Ys,"Terni, ambiente: «Situazione critica»",9 years ago,ambiente," La situazione ambientale del Ternano è resa complessa dalle emissioni delle attività di produzione dell'acciaio, dalle attività di incenerimento e poi anche dalle altre attività che si svolgono sul territorio, traffico, riscaldamento e così via. Il passo avanti che compiamo oggi è dimostrare dati dei registri europei sull'emissione degli inquinanti che riguardano soprattutto l'acciaieria. In sintesi possiamo dire che c'è quasi una tonnellata di carcerogeni che viene riversata sulla città ogni anno. Sono sostanze che persistono a lungo nell'ambiente, cromoni, cheldiossine, poricloro-bifenidi, arsenico, alcurio e pi piombo e che provocano grandi allarme. Insieme all'inquinamento dato dall'incenditore definirei critica la situazione sanitaria del Ternano e c'è una forte necessità di interventi di prevenzione primaria."
HTtQkecddBA,Ambiente: a Terni i volontari di Legambiente per sensibilizzare i cittadini,5 years ago,ambiente," Nuovo appuntamento a Terni, Collega Ambiente Umbria per il progetto nazionale finanziato dal Ministero del Lavoro Volontari per Natura, una campagna nata per sensibilizzare i cittadini per i non addetti ai lavori, che riguarda l'aria, l'acqua, la biodiversità, l'arte e gli illeciti ambientali. Un'ottima opportunità non solamente per Terni, domani saremo anche a Foligno e per Lumbria, ma in generale per tutte le 13 regioni italiane che sono coinvolte in questo progetto, finanziato dal Ministero del Lavoro, perché si tratta di una campagna che mira proprio a sensibilizzare i cittadini. In questo caso parliamo di aria, ma riguarda in realtà cinque temi che sono l'aria per l'appunto, l'acqua, la biodiversità, l'arte e gli illegiti ambientali. Il progetto è stato creato proprio per i non addetti ai lavori. Collegandosi sul sito www.volontaripernatura.it sarà possibile scaricare totalmente gratuitamente delle schede molto semplici attraverso le quali i cittadini si rendono autonomamente dei piccoli volontari, cioè indicano quelle che sono le criticità maggiori che incontrano tutti i giorni, ad esempio per quanto riguarda l'aria, andando a lavoro indicandoci quelle che sono, ad esempio, le zone con altre richieste di mobilità in questo modo sarà possibile al termine del progetto, che terminerà a novembre, a dicembre, poter creare dei dossier tramite questi dati che saranno processati dal nazionale a Roma, dall'Egambiente Onlus e che ci diranno su tutta l'Italia quelle che sono le maggiori criticità. Quindi da una parte è vero, aiutiamo l'ambzione delle polveri sottili. I volontari di Legambiente ci hanno spiegato come funziona lo strumento misuratore queste particelle. E quindi quel sistema che c'è là dentro riesce a discriminare i diametri delle particelle stesse dividendoli in PM10, PM2,5 e PM1 e 10,2,5 e 1 sono appunto i diametri diversi delle particelle e poi l'aria riesce dal buchettino che c'è là fuori semplicemente. Lui registra i dati poi si possono scaricare su un computer per analizzarli come un file Excel."
f-mY8S4NZqc,"Terni-Narni, ambiente e salute: aziende e sindacati a confronto",7 years ago,ambiente," Guglielmo Bizzarri della Guido di Terni, qual è la vostra idea di ambiente visto che il tema di oggi è proprio questo? L'idea di ambiente è molto semplice, noi viviamo in un territorio nel quale l'ambiente lo devi obbligatoriamente coniugare con il lavoro. Nel nostro ambiente, nella nostra città, nel nostro territorio, sussiste un'azienda importantissima come l'Ast e così come sussistono moltissime altre aziende chimiche nel territorio in particolare del Nernese. Bene, rispetto a queste situazioni noi non possiamo esser immerciti a coniugare ambiente e lavoro nello stesso identico modo, perché se non abbiamo il lavoro ovviamente l'ambiente in sé per sé non dà mangiare alle fam e lavoro, ma come si ricchezza e difesa e tutela dell'ambiente sono pilastri fondamentali di una società moderna che intende svolgere un ruolo da protagonista a livello mondiale e internazionale. Quindi noi abbiamo la necessità di difendere questo ricco patrimonio delle aziende siderurgiche e meccaniche e coniugarle con il territorio per impedire che possa crescere o si alimenti o comunque in qualche modo il rapporto con questi stabilimenti venga vissuto come un elemento di conflitto e di tensione permanente. del suo intervento oggi? poi con la rete di monitoraggio della qualità dell'aria e poi successivamente con l'Osservatorio Provinciale Ambiente e Salute. Progetti che hanno addirittura anticipato la normativa nazionale e in alcuni casi l'hanno influenzato. Riccardo Marcelli della Cisle, qual è la sua percezione della situazione ambientale del territorio e come si comunicano lavoro e ambiente. Organizzazioni sindacali, da oggi noi vorremmo elaborare un'agenda per cercare di rimettere al centro le tematiche dell'ambiente, della salute e della sicurezza nel mondo del lavoro. Come? Ripartendo chiaramente dalle esperienze del passato, quindi della medicina sociale preventiva, dell'elaborazione delle centraline relative all'ambiente, dell'indagine epidemiologica e rinnovandoli con una concezione nuova, un ecosistema 2.0. Da qui lo slogan Ambiente Mesop 2.0. Questo è l'obiettivo che come organizzazione sindacale intenderemmo raggiungere. Da qui, Anna, alle prossime settimane. E l'incontro di oggi non serve a dare ricette, serve a cominciare a mettere insieme gli ingredienti per elaborare la migliore ricetta per l'ambiente di Terni e di Nalmi."
RVTCkcWS3N0,"TERNI, AMBIENTE, CECCHINI: CI VOGLIONO AZIONI STRAORDINARIE",6 years ago,ambiente," Assessore Fernanda Cecchini, la questione ambientale di Terni resta una priorità per la Regione Umbria, le chiedo? Resta una priorità, è importante che assieme al Ministero abbiamo sottoscritto questo protocollo di intesa che inizia a vedere con quali azioni iniziare per migliorare la qualità dell'aria. Ci ha messo sopra il Ministero 4 milioni di euro che si aggiungono alle risorse che mano a mano mette a disposizione la Regione, non sono queste risorse che cambieranno i connotati della città, ma, e non è un punto d'arrivo, è semplicemente un punto di partenza che vuole affermare che su termini c'è bisogno di azioni straordinarie e rispetto alle quali con il Ministero abbiamo concordato di iniziare a portarle avanti. Le chiedo se siamo al punto zero. No, non credo che siamo al punto zero, siamo al punto in cui con Terni, con l'amministrazione comunale, sia di Terni che di Narni, ma anche con le forze imprenditoriali e sociali, iniziamo a fare un ragionamento serio. Voi questa mattina avete visitato gli stabilimenti della ciaieria, è la fonte inquinante principale secondo voi? No, quando parliamo ad esempio di sforamenti della PM10 i maggiori fattori sono il traffico, il riscaldamento della biomasse e solo la parte residuale è l'industria. Dopodiché il lavoro che stanno portando avanti è fatto mano a mano nel rispetto delle normative vigenti, c'è una grande attenzione. Anche lì, dicevo prima, magari pensando sia alle scorie che alle discariche che a tutto quello che è stato fatto negli anni prima del 74, prima del 84, non c'erano normative che tutelavano come quelle di oggi. Quindi si tratta di non mettere l'industria e le imprese ai posti di lavoro contro l'ambiente, ma di capire insieme all'impresa, alla comunità, ai comuni, ai cittadini, come cogliere quegli'utilizzo dei cammini in determinati giorni può alla fine si risuolvere il problema e neanche dicendo adesso torniamo tutti a piedi o adesso sentiamo freddo perché non utilizziamo le legne, credo che ci voglia appunto di ritrovare insieme un modello di sviluppo che ci faccia star bene ma che al tempo stesso rispetti maggiormente l'ambiente ed è la sfida più grande che abbiamo nei prossimi anni. Grazie Assessore. Prego."
z3_qEVWiTBI,A Terni 2 ordinanze antismog per risanare l'ambiente,6 years ago,ambiente," Interventi emergenziali salvati, la prima limitazione sarà in vigore a partire dalla domenica successiva al primo sforamento dei 50 grammi metro cubo di PM10 nelle 24 ore, mentre quella sull'uso dei riscaldamenti dal primo lunedì successivo. Le ordinanze poi potranno essere rimodulate se i valori di PM10 saranno tali da rendere le condizioni della qualità dell'aria buone o accettabili. L'ordinanza di limitazione del traffico, quando sarà in vigore, riguarderà i giorni di domenica, lunedì e martedì, nelle fasce orarie 8.30-12.30 e 14.30-18.30 su tutto il territorio comunale, eliminando quindi la precedente zona zero. Il divieto di circolazione riguarderà i veicoli uguali o inferiori a Euro 3 e tutta un'altra serie che sarà indicata con precisione nell'ordinanza. Per gli apparecchi di riscaldamento domestico a biomassa legnosa, l'ordinanza, quando sarà in vigore, prevederà il divieto di utilizzo nel territorio comunale sotto l'altitudine di 300 metri, da lunedì al giovedì per l'intera giornata. Gli apparecchi vietati saranno tutti quelli che non garantiscono il rispetto risposta alle domande L'obiettivo che ci poniamo, ha aggiunto l'assessore Salvati, è di conseguire alla fine del quinquennio un deciso miglioramento complessivo dei valori rilevati e comunque significativi progressi per quanto riguarda le misure adottate. Tra le misure strutturali è prevista anche l'istituzione presso il Comune di un tavolo permanente tra AST, ANAS e istituzioni preposte alla tutela ambientale già convocato per il 12 novembre innanzitutto sul pieno utilizzo del raccordo terni-orte e sulla viabilità al servizio di AST che possa evitare il transito di mezzi pesanti in città."
J6yv4HhD_Ns,"Terni, ambiente e futuro - Intervista Tgr Umbria Andrea Liberati, M5s Umbria",6 years ago,ambiente," Tiene banco a Terni la questione inquinamento da sindacati e forze politiche, ricette e modelli per coniugare salute e occupazione guardare ai migliori modelli internazionali, quelli che sono riusciti davvero ad andare avanti, da Bilbao a Pittsburgh a Manchester, città che sono cresciute, sono tornate a splendere proprio grazie a un cambiamento epocale. Fa discutere l'inchiesta di TV7 sull'ambiente della conca ternana, descritta come valle dei veleni. Se non ci sono novità rispetto al rapporto dell'assessore Benedetta Salvati al convegno sullo studio sentieri, organizzato in settembre dal Comune di Terni e dall'Asl, cresce la consapevolezza della complessità della situazione ambientale della conca, che non è solo questione è quello di aumentare la forestazione urbana in modo da diminuire le polveri sottili. del lavoro. Tenere insieme tutela ambientale, salute in fabbrica e occupazione. avviene. Noi abbiamo la necessità di trovare appunto una condivisione su questa azienda, su questo territorio, su questa città affinché non ci sia appunto una divisione nell'ambito della città tra chi pensa che con lavoro non si possa sopravvivere perché l'ambiente poi viene a nuocere."
APygnO1GI_g,"Terni assessore ambiente, Benedetta Salvati",6 years ago,ambiente," Un intervento molto importante che sebbene nasca da esigenze legate a garantire la sicurezza dei cittadini porterà a un vero e proprio intervento di riqualificazione del verde e di riqualificazione urbana. Questo perché è necessario a questo punto intervenire definitivamente su questa problematica che sta creando grossi problemi all'amministrazione che non riesce a garantire una sicurezza per i suoi cittadini, per quelli che abitano in alcune zone e per quelli che viv di con i stand arbore che avranno determinate caratteristiche. Prima di tutto quello di migliorare le condizioni della qualità dell'aria. Secondo voi garantire che tutti quei fenomeni che hanno portato per esempio alla rottura delle strade, al loro ammaduramento, dovranno essere per sempre eliminati, per cui verranno scelte stand arbore in grado di sviluppare le loro radici, il loro impianto radicale in profondità e non in superficie."
-TDEkydyMw4,"Terni, Verdi ambiente e società",10 years ago,ambiente," Il Circolo di Vascia di Terni si è costituito nello scorso novembre, è un circolo che ha un suo statuto diverso rispetto a quello nazionale che ovviamente è da noi condiviso, però abbiamo ritenuto importante e necessario scrivere un nostro manifesto statuto composto da 10 punti, i cui punti essenziali sono quelli che riguardano la critica di questo attuale modello produttivo e di sviluppo, la necessità di riconciliare l'essere umano con l'ambiente e gli esseri umani con gli altri esseri viventi. Questi sono i tre punti essenziali. Ovviamente su quello che riguarda le questioni locali riveniamo indispensabile andare a contrastare il gravissimo stato di inquinamento che purtroppo colpisce la conca dernana ormai da decenni e quindi vogliamo andare a contrastare sin da subito gli impianti più inquinanti soprattutto a partire da quelli che non hanno neanche una ricaduta occocoazionale."
xnzg2LzKrgU,Terni: Legambiente - Ecoforum Umbria,7 years ago,ambiente," Partecipiamo a questa interessantissima iniziativa, peraltro siamo anche presenti in qualità di sponsor perché viene trattato un tema di grande attualità, tema sul quale peraltro la nostra azienda, l'azienda Servizio Municipale di Terni è fortemente impegnata, quella della economia circolare dei rifiuti e in modo particolare come è noto la nostra azienda è fortemente impegnata nella raccolta differenziata dei rifiuti che è un progetto in piena attuazione che sta dando grandi risultati e grandi soddisfazioni. Siamo una delle città che ha il maggior tasso di rifiuti di raccolta differenziata realizzati, siamo al 75%, un dato estremamente importante che ci pone tra le città più importanti a livello anche dell'Italia centrale. Proseguiremo su questo sforzo per migliorare ancora di più, sempre a vantaggio evidentemente dell'ambiente e del servizio ai nostri cittadini. che cercheranno di chiudere il cerchio rispetto alla vecchia modalità di produzione. Si producono dei beni che poi vengono utilizzati, che finiscono la loro vita e che poi diventano rifiuti da smaltire. L'idea dell'economia circolare è di chiudere questo cerchio facendo in modo che tutto quello che diventa rifiuto viene rimesso in circolo. In Umbria ci sono delle esperienze molto importanti, sono quelle esperienze che fanno dell'Italia uno dei territori più avanzati sull'economia circolare di tutta Europa, perché l'Italia non è più il paese delle emergenze rifiuti di Napoli di 15 anni fa, di Milano di 20 anni fa o della Sicilia ancora oggi. Ci sono tante esperienze straordinarie come la raccolta differenziata a porta a porta a Milano, una metropoli di un milione e mezzo di abitanti che fa il 60% di differenziata, l'esperienza di Parma, una città di 190 mila abitanti che fa l'80% di differenziata e fa pagare i cittadini con la tarifazione pontuale, cioè in base a quanti rifiuti indifferenziati produce ogni utenza. Ci sono importanti esperienze industriali, l'impianto di trattamento e riciclaggio dei pannolini, un seggetto che è stato realizzato in provincia di Treviso, tanto per fare un esempio, è un impianto unico al mondo. L'Umbria si pone in questo scenario nazionale piuttosto avanzato, in una posizione assolutamente interessante. Siamo in una fase in cui il ciclo di rifiuti di questa regione si sta evolvendo, la provincia di Terni è molto avanti, a partire dal capologo di provincia ma anche i comuni del resto della provincia, la provincia di Perugia fa ancora fatica, nei prossimi mesi, nei prossimi anni si deve estendere la raccolta porta a porta secco, umido in tutta la regione, quindi anche in provincia di Perugia, anche nel capoluogo. Si devono fare gli impianti per riciclare i rifiuti, a partire da quelli che devono trattare l'organico differenziato per produrre non solo compost, ma anche biogas e biometano, che è una fonte di produzione di energia, da fonte rinnovabile attraverso i digestori anaerobici e in questo modo si archivieranno le stagioni del passato delle discariche, che non devono essere più ampliate, a partire da quella di Orvieto e dall'altra parte la stagione del ghincenito, quelle che hanno visto soprattutto il Ternano coinvolto in diverse situazioni di inquinamento ambientale piuttosto complicate. Grazie all'economia circolare dell'Umbria, a partire dall'esperienza della provincia di Terno, si potrà alchivare la stagione degli smaltimenti indiscarichi agli incenitori e questo si deve pensare oggi, si deve fare da domani mattina per fare in modo che la Regione Umbria diventi la prima Regione italiana a praticare nei prossimi anni quello che l'Europa ha previsto entro il 2030. L'Istituto Tecnico Industriale partecipa a questa giornata del Ecoforum perché noi lavoriamo molto con il nostro Dipartimento di Chimica sulla salvaguardia ambientale, i nostri ragazzi ci lavorano sia con la produzione di plastiche biodegradabili sia con il controllo di dove cercheremo di far vedere le nostre attività dei laboratori di chimica. Abbiamo dei laboratori importanti che operano nel territorio e pensiamo di poter dare un contributo alla salvaguardia dell'ambiente e anche dare una prospettiva positiva ai ragazzi, una speranza ottimista della vita. Ecco, si vede sempre questo inquinamento, invece noi cerchiamo di essere un po' positivi, lasciamo un messaggio positivo ai ragazzi."
UNO7chVT2b8,"Terni, ambiente: i dati di Arpa sull'acqua",9 years ago,ambiente," Direttore Decchi, Arpa Università. Direttore, i dati che per una superficie di circa 9 km quadri abbiamo un inquinamento con valori che superano la sol di contaminazione per circa 9 km quadri e una piccola area dove abbiamo anche dei superamenti per quanto riguarda il limite di potabilia delle acque. Sono tutte zone servite da acquedotto potabile per cui non c'è rischio per la salute umana, bisogna solo essere attenti a non utilizzare questi pozzi per uso domestico, per bere da acque che venivano da questi pozzi. C'è la possibilità di risolvere però il problema? Il tetracordilene e tutti i sorbenti organogeni sono inquinanti un po' particolari perché sono più densi dell'acqua, si ritrovano in profondità e sono eventi datati, sono dovuti a eventi che si sono manifestati anche 15, 20, 30 anni fa e sono di difficile soluzione perché è una sostanza che non è solubile in acqua per cui c'è un accumulo e man mano nel corso del tempo viene diluita e si ritrova nelle acque, ma è di difficile soluzione in tempi brevi, ci vogliono parecchi anni."
