video_id,title,upload_date,keyword,transcription
EinEOBn0hjs,Dewalt Industrial Tools SpA - Stabilimento di Perugia,6 months ago,industria," I Click on the link in the description to download the free app. 1,5 cm you you"
F7Q_qc3U8to,"Jeremy Rifkin - ""Third Industrial Revolution"" at the University for Foreigners of Perugia in Italy",14 years ago,industria," So we have a very sober economic analysis, scientific analysis, excuse me, a very sober scientific analysis. What we need now, what we really need now, is an economic game plan. A new economic narrative that's bold, that's revolutionary, and may give us, and I'll put this in quotes, may give us what we need to open the door, get us beyond fossil fuels and uranium, and get us to a new world that can reduce climate change on the planet quickly. The great economic revolutions in history, the big ones, they occur when two things happen. Two things. One, we humans change the way we organize energy on the planet, and we have changed the way we organize the energy of the Earth many times. Then two, we change the way we communicate to organize these new energy revolutions. When energy revolutions converge with communication revolutions, those are the pivotal points in world history. They really do change the human equation. They change our temporal orientation, our spatial orientation, our gestalt, our metaphors, the way we see nature, the way we organize our relationships to culture, everything. I'll give you an example. You study cultural anthropology at the university. The first group you read about are the Sumerians and Mesopotamians. Now why do we spend time talking about the Sumerians and Mesopotamia? Because they were the first humans to create high-end hydraulic agriculture. Very comparable. They captured the sun's energy in photosynthesis on the plants. The stored rain was concentrated energy. Then women invented a new field called economics. Because they created a semi-invention that created surplus. Does anyone know what that invention was? Pottery. Pots. Because you could put the grain in and store them and then who gets the grain? Storage, surplus, distribution, and the rest is politics. When the Sumerians went to hydraulic agriculture, they had to indenture thousands of workers to build the canals, to establish the dykes. They had to create craft skills, specialized labor. They had to run the granaries and the distribution. They had to create urban settlement. It required a new communication revolution as a command and control to organize this hydraulic agriculture. Righting. Righting. Uniform. And what is so interesting is everywhere hydraulic agriculture was invented, the Middle East, India, China, Mexico, and now we even believe Peru, independently, human beings created some form of writing to organize it. In Peru, the Naz system of calculation. So, the coming together of writing and agriculture, 10,000 year multiplex, the agricultural revolution. We went from hunter-gatherers, archaic human beings, to village settlements and even urban, smaller settlements. We went from animism to polytheism to monotheism. We've changed everything. First Industrial Revolution. Between 1830 and 1880, communication energy came together again to give us the first Industrial Revolution. Gutenberg's print press had been around for several centuries. And of course, the Chinese and Koreans already had a print press even before his. The print press had a powerful social mission during the Reformation. Mass-producing Bibles and vernacular created a schism in Christianity. The Reformation, you stand alone with God and your Bible. The Counter-Reformation, no you don't. And then the 30-year war and the peace of Westphalia in the nation-state. But the economic mission of the print press didn't become clear until 1830. We invented line-of-type steam technology and cheap print production. Then we introduced, in Europe and the U. the same time, public schools, mass literacy, cheap type. That communication revolution converged right at that time with coal, steam, and railroads. First Industrial Revolution. We could not have organized the First Industrial Revolution with codex in the modest area. Too small. 20th century telegraph, telephone, first generation electricity communication converged with oil and the internal combustion engine. Second Industrial Revolution. Sunsetting this afternoon. Entropy low. Why do I say this? We are in the cusp, right now, right now, of a third industrial revolution. A coming together of new communication and energy. I don't know if we'll get there in time. You'll be able to find out because you're going to do it. We are't come to the third industrial revolution. We had a very, very powerful communication revolution in the last 15 years as you were growing up. The personal computer, the internet, satellite, wireless, Wi-Fi, communication. To quote the late Marshall McLuhan and his teacher Harold Innis, we outed the central nervous system of a billion people at the speed of light. This software IT internet revolution has been grafted onto the second industrial revolution top-down centralized energy infrastructure. We got some productivity out of it, but that is not its anthropological signature. That is not its historic importance. What is happening now, just in the last year, at the cutting edge of business, is this distributed IT software revolution, think file sharing, YouTube, MySpace, Facebook, Wikipedia, Linux. This IT software revolution that's distributed, that's the key word, distributed. Let me go over this. First generation communication centralized, television, radio, centralized. Second generation distributed, open source, peer-to-peer, flat. You can network with anyone in the world in seven seconds. You're the world. scale with coal, steam and rail in the 19th century, the first industrial revolution, and first generation centralized communication telegraph and telephone with the internal combustion engine and oil, the second industrial revolution."
EfmZBBE4KMk,Realizzazione video industriale per Cosman Perugia Impianti industriali,7 years ago,industria, Валерий Курас Снег បានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានាន�
3jezT_5OQPg,Confindustria Perugia - Video istituzionale 2007 - 2011.mpg,13 years ago,industria, . បានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានាន� so បានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានាន�
1j--fLSOPlY,University of Perugia,14 years ago,industria," Oltre ad essere uno dei più accreditati atenei nazionali, l'Università degli Studi di Perugia ricopre un posto di assoluto prestigio anche in ambito europeo. Significativi a tale riguardo sono i risultati che ha raggiunto sia nel campo della ricerca scientifica sia in quello dell'offerta formativa. Dispone di tre centri di eccellenza di rilevanza internazionale, nonché di numerosi altri centri di ricerca nazionali. Intrattiene inoltre rapporti di collaborazione scientifica con università europee, americane, giapponesi, cinesi e indiani. I 29 dipartimenti in cui l'Ateneo si articola svolgono un'intensa attività di promozione e di sviluppo che garantisce qualità e quantità alla ricerca scientifica. Le numerose iniziative trovano un valido supporto in strutture di servizio che sono all'avanguardia sul piano nazionale. Tra queste occupano una posizione di preminenza il centro linguistico di Ateneo, fornito delle più moderne strutture per l'apprendimento delle lingue e le dodici biblioteche riccamente fornite anche per studi di alta specializzazione. L'Ateneo inoltre è dotato di un fondo antico di circa 10.000 volumi che coprono un arco di tempo compreso tra il XV e il XVIII secolo. Con le sue 11 facoltà e una vasta offerta di corsi di studio di primo e secondo livello e a ciclo unico, l'Università degli Studi di Perugia risp di di e un ufficio relazioni internazionali che gestisce i programmi di mobilità studentesca Socrates Erasmus, progetti comunitari e di cooperazione internazionale e un servizio Alma Laurea per agevolare l'inserimento dei neolaureati nel mondo del lavoro. Il centro universitario sportivo, la piscina universitaria e le moderne strutture del centro Giuseppe Bambagioni completano una serie di proposte capaci di rendere più agevole agli studenti la permanenza a Perugia. Resta infine l'ADI sull'Agenzia regionale per il diritto allo studio universitario che assicura il diritto allo studio con aiuti economici, servizi abitativi, di ristorazione e iniziative a carattere culturale."
xhDKHBIor6s,Perugia - Viamundis.com,14 years ago,industria," Lucky Me Lucky me In your eyes I see what love can be Realize the truth and honesty And my heart says lucky me. Every day we awake and chase the clouds away. Everyone can see the change you've made And they all say, lucky me Heaven knows I love you and I swear those stars above you simply all alive Now that I have found you I will build my world around you and wish you to find peace of mind. Suddenly, you and me in perfect harmony, like a love note to our destiny Signed sincerely, Lucky Me"
EWEBBkbPM04,TGC Talks - Prof. Luca Gammaitoni (University of Perugia),2 years ago,industria," Viviamo in un'epoca che è nota come l'epoca della conoscenza, l'economia della conoscenza. L'università è il luogo dove viene prodotta, viene creata nuova conoscenza, quindi l'università può fornire la materia prima delle aziende del futuro per garantire uno sviluppo di questo territorio. Inizialmente noi pensiamo a 40 persone complessivamente, che sono per lo più persone giovani nuove da assumere, che verranno assunti con contratti a tempo determinato di ricerca dell'università e poi speriamo che questo numero possa consolidarsi negli anni, quindi diventare posizioni permanenti e successivamente ampliarsi con la crescita di nuovi laboratori di ricerca. Una parte importante dei laboratori di ricerca sarà per l'appunto la strumentazione. Vogliamo costruire dei luoghi dove si possano fare dei test sui materiali, quindi microscopi elettronici, spettrometri di varia natura, questo per offrire anche alle aziende interessate dei dati certi sulla qualità dei materiali che vengono prodotti e sulla qualità dei dispositivi e dei sensori che vengono creati."
KHSTZ5XPDZ8,Laboratory of structural Dynamics at the University of Perugia (RAI 2016),8 years ago,industria," Luigi Materazzi qui a Perugia al Dipartimento. In questo ambito noi ci occupiamo di valutare la resistenza dei materiali, per esempio del calcio estrusso, che come sapete richiede una parte sperimentale, fare dei prelimi, ma poi c'è un'elaborazione da fare e quello è il settore nostro. Stiamo vedendo proprio delle immagini intanto dei vostri laboratori. Benissimo. Ancora, cosa importante, noi ci occupiamo dell'applicazione delle nanotecnologie per realizzare dei materiali da costruzione intelligenti. Questi materiali sono calcestruzi e mattoni che grazie a queste aggiunte riescono a rivelare con facilità le loro condizioni di salute, quindi sembra proprio cosa ideale in questo quadro generale. L'ultimo argomento che voglio parlare nel settore della resistenza delle costruzioni esistenti è il monitoraggio delle costruzioni monumentali, noi utilizziamo delle misure del comportamento in servizio di costruzioni per valutarne lo stato di salute, mentre noi stiamo parlando in questo momento i nostri sensori che stanno sul campanile di San Pietro stanno misurando in diretta il comportamento della struttura. Lì abbiamo visto anche l'arrivo delle onde sismiche e abbiamo subito avuto la certezza che non era un accaduto di dango. In un flash, professore, è possibile costruire edifici sicuri dunque? Assolutamente sì, seguendo naturalmente le regole che tutti riconoscono sia le più avanzate al mondo, occorre qualche perfezionamento secondo me, e cioè quello di rivedere la mappa delle pericolosità sismiche in Italia, cioè l'intensità possibile dei terremoti nei vari luoghi e soprattutto secondo me occorre cercare di sventare quelle tendenze che sento, di utilizzare per le costruzioni esistenti dei carichi sismici ridotti rispetto a quelli nuovi."
qJFTuIZXRB8,"Oscar, 5 premi per Anora Italia a bocca asciutta",1 day ago,industria, I បានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានាន� so you you
s9BhZ4VE99U,Mining Farm Italia: la nostra azienda,3 years ago,industria, You បានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានាន� You
