video_id,title,upload_date,keyword,transcription
onjcoJiBP5I,"PERUGIA, Italy | Top 5 things to see + extra tips!",4 years ago,spazi verdi," Ciao everyone! I'm Giulia, I'm Italian and I'm traveling Italy to give you the best local tips. In this video I'm going to take you around Perugia, the major city of Umbria region. Umbria is a territory full of nature, indeed it's known as the Lang of Italy, but it also features a series of precious little towns like Assisi, Umbio, Spoleto, Orvieto, just to name a few. And now,. Indeed, Perugia seems like a representation of what life in the Middle Age could have been. Let locals usually meet. Three are the major things to visit here. The Fontana Maggiore, a fountain of medieval sculpture with drawings representing scenes from the Old Testament or historical and traditional episodes. The Prior's Palace, headquarters of a political power in the past, today it hosts the Umbria Arts National Gallery. And the Cathedral, dedicated to St. Lawrence and built upon Roman wreath one of the most iconic of Perugia. From here you can also get a glimpse of the ancient walls Fortress in 1540, but it was torn apart in late 19th century with the unification of Italy, when patriots couldn't stand the Pope anymore. What has survived until today are the underground corridorsamic views around here are amazing. We suggest you stop around Piazza Italia, Italy's square, at sunset to enjoy a very romantic atmosphere. For a fantastic panorama above Perugia, climb the Scirri Tower, the last remaining of the many medieval towers once standing in the city centre. Perugia and the region of Umbria were an important area for the Etruscan civilisation that built the first layer of the city. The Etruscan well was built right in the bowels of the city centre. It is 36 metres deep and about 5 metres wide and can still be visited today. We just told you our 5 favourite things but there's more to tell. We'll share now also some extra tips to visit Perugia at its best. Italians associate Perugia with chocolate. A famous chocolate brand was born here, Perugina, and it's the one that produces the famous pralines with aphorism inside the wrap, Baci. Baci means kisses in Italian and this is the gift that many Italians buy for their lovers for St. Valentine's Day. They open the wrap and they read the aphorism inside together. So let's see what mine says today. What the heart knows today, the head will understand tomorrow. Umbria's food and wine are known and appreciated all over Italy. Excellent products of this land are meat, norcia ham and truffle. Our suggestions of must-try are torta al testo, Perugia's original version of a focaccia sandwich filled with ham, cheese or vegetables, porchetta, a suckling pig that has been boned, seasoned with garlic and herbs and roasted, typically sliced and served as a filling in sandwiches. Also, pair the famous truffle of his lands with umbricelli or strangozzi, a kind of thick homemade spaghetti. And finally, drink the local Rosso di Montefalco red wine. Don't get mad if at the end of your holidays you'll have gained some extra kilos! If you travel to Perugia by car, the best way to reach the city centre is to use the Minimetro. You can leave your car in the huge Porta Nova free parking and hop on this futuristic above ground metro. The ticket costs 1,50 euro and carriages pass by every 2 minutes. It's one of the steepest in Perugia and indeed it's famous because people tumbled and still tumble today on it. And indeed Barutoli means to fall and to tumble in local dialect. You can visit Perugia's main attractions in one day but if you'd like to explore it with calm we suggest you to spend two days here. Learn what else you could do in your holidays in Umbria region in this other video. Don't forget to subscribe to our channel if you don't want to miss our tips for your future trips to Italy and ask us anything you'd like to know about Perugia in the comments below. Ciao!"
8mQexzFA61I,International Students Unipg,7 years ago,spazi verdi," Hi, my name is Nurya. Hello, my name is Gokce. I'm from Ankara in Turkey. Hello, my name is Tatiabib Stefan. I'm from Cameroon. Hello, my name is Henne Nesibet. I'm from Qingdao and I'm 21. My name is Heriberto. I'm from Mexico. I'm eager to compare those two, who is the best. The culture and the good food. It was very easy to feel part of the city of Perugia when I arrived. You always meet someone that you know. Aspettavo di imparare l'italiano, di trovare amici, di superare tutta questa esperienza Erasmus, di passarlo tutto bene. E alla fine ce l'ho fatto. The facilities are amazing. You have everything at your disposal. The structure and the laboratories are fantastic. Friends that were here three years ago, the feedback was very very positive. If you want to live the best time in your life, come to Perugia, it's a great experience. I recommend you to venir a Perú ya. Es una gran universidad. ¡Meravillosa! ¡Fantástica! ¡Unvergéslich! ¡Incrédible! ¡Extraordinario! ¡Fantástico! ¡Te cambia todo! you"
zCkMFawJTGg,"10 fantastic reasons to visit Umbria, Italy now",7 years ago,spazi verdi," Hi, Producer Jason from the travel series Andiamo Uptown. Recently I had the privilege to travel to Italy for the first time and I flew Turkish Airlines. And if you're not familiar with Turkish Airlines business class, let me tell you, it is quite an epicurean experience. Take a look at this. All of what you see here was prepared on board by their chefs. And yes, they have chefs aboard every one of their international flights. Upon my arrival in Rome, I took a one hour drive to Umbria, which is in the center of Italy, and a visit to Tilly Farms Which is a vineyard owned by the Tilly family and the Tilly family have been at this since 1200 AD So clearly they know what they're doing So what's a winery tour without tasting the wine? Well, that's just boring. But at Tilly, not only will you taste the wine, you'll have the wine paired with some wonderful food prepared by the Tilly family. And of course, they have a gift shop. So if you ever find yourself running out of wine, you can always go to their website. So beyond wine, what is Italy known for? Well, olive oil. And there are many places to try wonderful olive oil, but Marfuga is a national treasure. Marfuga produces some of the most high-end extra virgin olive oil using organically grown olives. Europe is full of wonderful and charming villages, but this one is quite unique. This is San Gimignano and at every turn you'll immerse yourself in a world of history here from San Gimignan village will take you to the San Gallo Palace Hotel. Now this is a very traditional property, but at the same time it is quite luxurious. And when you're ready for dinner just take a leisurely stroll to La Rosetta. This restaurant serves farm-to-table cuisine all with a regional flair. Understandably most people think of pigs doing truffle hunting, but not here at San Pietro Apetani. No, no, no. Dogs, Wonderful dogs do the truffle hunting here. And they're very enthusiastic. And these doggies just love truffle hunting. Take a look at this. Truffles. All in a day's work. Have you ever wanted to stay in a European castle? For many Catholics, a bucket list must is a pilgrimage to Italy name of the Father, of thembria, Perugia is very rich in history, arts and culture. Sitting on 20 lush acres in Orvieto is the ultra luxurious Alta Roca Wine Resort. I thoroughly enjoyed my visit to Umbria, and I hope you have a chance to visit for yourself. For more information on all that you saw here, please visit orbits.com slash blog and also be sure to watch On the Amo Uptown on Magic Johnson's Aspire Channel every Saturday morning. Until next time, travel well."
Rms62bge1oA,"All of this is Umbria, the Green Heart of Italy",1 year ago,spazi verdi," Nature Events Experiences Art Garden Taste All of this is Umbria. Umbria, the green heart of Italy."
NcU0NEOMdsw,PERUGIA - ATLAS LIVING SOLUTION,1 year ago,spazi verdi, Thanks for watching!
_Ky_GQFEtXw,"🇮🇹 Most Beautiful and Historic Towns in Umbria, Italy that nobody knows 🇮🇹",1 year ago,spazi verdi," Umbria, an Italian region bordering Tuscany, often called Italy's green heart. It's known for its medieval hilltops, dense forests and local cuisine, particularly truffles and wine. In this video we're going to reveal five of our ten best towns to visit in Umbria, from spellbinding Spiedo, tantalizing Torri and charming Oviedo with its underground city. We really enjoyed visiting these towns, so we would love to share our experience with you. So we hope you enjoy part one of this video. Gulbio Gulbio is an ancient town whose origins go back to the height of the Umbrian civilization. The town has been in existence since ancient Roman times and has a strong personality that makes it stand out from all others in the area and beyond. It's one of the most ancient towns in the whole of Umbria, remaining marvelously well preserved over the centuries, with many monuments that bear witness to its glorious past. Architecturally, it represents the zenith of medieval civilization and of society in the 12 and 1300s. The setting is equally gorgeous, with the forest-clad mountains rearing up behind. A broad and largely unspoilt plain stretches out in front of the town. The streets are picture-book pretty, with the houses of rosy pink stone and seas of orange tarred roofs. Blessed with a stunning position on the slopes of a mountain, Gourbio has a delightful medieval town centre and several scenic terraces with breathtaking views over the surrounding countryside. A walk around the town centre will lead you to see most of Goulbio's main attractions without major effort. A little tourist train rides frequently through the streets, making stops at various attractions. Making it an easy and fun way to get around the town. Gubbio is one of the most beautiful towns in Umbria and a place with unique charm and personality. But it's also a small town, easy to visit in a day or even an afternoon. Cubia was definitely our favourite town to visit in Umbria. It was magical and we felt we had discovered something truly special that nobody else knew about. Boroggia is an Italian city and the capital of the Umbria region. It is Umbria's largest and most cosmopolitan city, with its pristine medieval centre and an international student population. Home to one of the oldest universities in Italy, full of palaces, fortresses and historic landmarks, and it's also famous for its chocolate and the Eurochocolate Festival. It's also known for its defensive walls around the historic centre. It's an ideal town for walking where you can also spend extra time getting lost in the alleyways and tucked around corners without feeling rushed on time. Walking here means taking on the cobbled streets, the sloping hills and the tiny staircases. It's historic centre, seemingly little changed in more than 400 years, with lots of cobbled alleys, arched stairways and piazzas, framed by solemn churches and magnificent Gothic palaces. In the square's centre, Fontana Maggiore is a marble fountain with carvings of biblical scenes and zodiac signs, and is Borogia's city symbol and considered a medieval masterpiece in carving. Reminders of the lively past are everywhere, from ancient arches and medieval basilicas to the Renaissance frescoes, but the likes of Baroque and Raphael. Ovieto is one of the most striking, memorable and enjoyable hill towns in central Italy. This hill town is situated on top of a volcanic tuff, with a dramatic setting actuated by defensive walls around the town made of the same rock. Within easy reach of both Florence and Rome by railway, Oviedo is a must-see on Briatone. Oviedo at its heart is a medieval city, awash with Italian atmosphere, old, charming and picturesque with winding cobbled stone streets, broad piazzas and one of the most important gothic cathedrals in the whole of Italy, with its livious facades with hundreds of sculptures telling the story of the book of Genesis. In addition to the medieval city, it boasts a rich underground world, sitting on top of a vast network of Etruscan era caves, wells and tunnels. Oviedo is a compact city, so you can walk about everywhere. Wandering around the streets is one of the most beautiful memories of a visit to Oviedo. With a rich history going back to Etruscan times, endless signed streets free of tourist crowds, lots of charming architecture and fantastic views of the countryside. Orvieto is definitely worth visiting. Spielo, already in existence in ancient Roman times. Spirillo has a beautiful Roman gate, pretty streets and a typical atmosphere of the medieval town that is so typical of central Italy. It is perfect for a visit if you just want to experience a small historical town with stone houses and meandering streets. Spiello is a picturesque Umbrian town, near the more well-known town of Assisi in the province of Perugia. This medieval town is surrounded by wars and today is probably most known for its famous flower festival, the Inflorata. So that was our first 5 best towns in Umbria we recommend to visit. Join us again in part 2 to see our next 5 best towns in this lovely part of Italy."
Sos-kscJdOg,Grigliata e Jazz al parco della Pescaia Perugia si riappropria dei suoi spazi verdi,6 years ago,spazi verdi," Grigliata e Giasa, il parco della pescaia, Perugia si riappropria dei suoi spazi verdi. Un angolo di verde che i residenti e i cittadini di Perugia frequentano pochissimo, una meraviglia che è stata rifugio di traffici e comportamenti illeciti, oggi non è più così, grazie alla collaborazione di tutti. Ma serve di più, dicono quelli dell'Associazione degli Anziani, serve che tutti insieme ce ne prendiamo cura, lo assumiamo come nostro di e Si comincia con la grigliata di carne ombra speciale, seguirà l'evento musicale del trio Dreamland, i cui componenti si sono seguiti anche alla manifestazione di Umira Jazz e in tante parti d'Italia. Ospite del trio, una donna straordinaria che suona e canta, Rossana Neglia, conosciuta non solo nel mondo della scuola ombra."
xIVlVadgjBs,Best Places in Umbria,1 year ago,spazi verdi," Umbria is a region in central Italy. It is located between Lazio, Marca, and Tuscany, making it the only Italian region that does not have its own sea coast or a border with foreign countries. This fact gives Umbria a charm all its own. The wonderful landscape is characterized by beautiful river courses and lakes, medieval villages and towns, as well as rolling hills, mountains and valleys. That is why Umbria is rightly called the Green Heart of Italy. Umbria offers its visitors wonderful landscapes and an unspoiled way of life. The atmosphere is relaxed, the architectural monuments crumble away charmingly. Here, away from the big tourist crowds in Rome or Florence, you can still find the original, authentic Italy, full of friendly people who warmly welcome their guests. Let's take a look at Umbria's greatest sights. If you like located on a 493 meters high hill and probably dates back to the Umbrians or the Etruscans, who established a settlement there as early as the 9th or 8th century BC. Within the medieval city walls you can stroll through narrow streets and discover many interesting museums and cultural monuments. Combined with the two city universities and many cultural events of international importance, they create a very pleasant cosmopolitan, lively atmosphere in the city. បានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានាន� Narni experienced its splendor and flowering in the Middle Ages. In the historical center there are squares, churches, public buildings and numerous narrow streets covered with cobblestones, on which the stately palaces rise. You will immediately notice the imposing and solid fortress of Olguinorce and the characteristic Augustus Bridge from the Roman period. Narnia hides part of its beauties underground. If you come to the city, you must see Narnia underground, clubs, cisterns and galleries closely linked to the history of the city. Have you read or seen the Chronicles of Narnia? Here the author C.S. Lewis was inspired by this small Umbrian town. Narnia is not quite the imaginary city. បានានានានានានានានានានានានានានានានានានានានានានានានានានានានានានាន� Located southeast of Perugia and surrounded by olive groves, the name of Deruta comes from Deruta, which means ruined. It refers to the year 40 BC, when Emperor Ottaviano burned Perugia and the inhabitants of Perugia, fleeing to the craftsmen who work with ceramics, have been able to feed their families with their works. What once began with utensils and amphorae, soon developed further. Even today you can find many families in which from grandfather to the current generation all work in the family business. by the Indo-European Sabines, who rivaled the Romans and were native to the Sabine mountains of the Apennines. It was not until the late Middle Ages that Northchurch's city walls, which have survived to the present day, were built and in advance to become a commercial city. From the 15th to the 19th century it was part of the Stato Pontificio, Pable States, from 1860 it belonged to the Kingdom of Italy. Must-sees in Nortia are the well-preserved city walls, with their impressive gates, and the Benedictine Monastery of San Benedetto. Saint Benedict, founder of the Order, was once born in Nortia. Todi is situated on a hill, a small medieval town in Umbria that you must see. A small jewel with narrow medieval streets and churches that are works of art. Todi may not be the most famous town in the Umbria region, but a trip there is always worthwhile. Explore the picturesque location and interesting buildings from the Middle Ages. The location of the town on the top of the hill has meant that the town has not expanded much in recent centuries, and on the whole has largely retained its old appearance. The old city walls still stand in many places and the area around Piazza del Popolo is very beautiful. Piazza del Popolo has also served Umbria, not far from the border with Lazio. It was one of the most important cities in Umbria in the Middle Ages and a temporary seat of the Popes, when Clement VII had to flee there in 1527 after Rome was sacked. Although the military airport there was destroyed during the Second World War, the city remained intact, thus, its most important monuments and buildings were preserved. You Lake Trasimeno, with an area of 128 square kilometers and a shoreline of 54 kilometers, is the largest lake in Umbria and the fourth largest lake in Italy. It is located about 20 km west of Perugia and is one of the most popular recreational areas in Umbria. Around the lake there are many bathing establishments, campsites and recreational or sports facilities. In the lake itself there are also three islands, of which Isola Maggiore and Isola Povos, can be reached by boat. Isola Minori, on the other hand, may not be entered. The largest and most famous village on the lake is Castiglione del Lago. It is one of the most beautiful places in Italy. The Monticellian National Park is a national park of about 70,000 hectares in the Italian regions of Marca and Umbria and includes large parts of the Cibiloni Mountains. Places of particular interest in the Monti-Cibiloni are the mountain lake Lago di Pilotto, the Plateau Pien Grande di Costaluccio di Norcia and the municipalities of Visso and Precci. The highest mountains in the Monti-Cibiloni National Park include Monti-Vetteri, Cima del Redentore and Monti-Cibila. In October 2016, unfortunately, an earthquake hit the Monti-Cibiloni, so some places in the territory of the National Park were more or less destroyed. In the larger towns, however, the tourist infrastructure has been largely restored. The small town of Gurbio is located about 30 kilometers northeast of Perugia and is the sixth largest city in Umbria, with about 32,000 inhabitants in its urban area. It is situated at an altitude of 522 meters on the slopes of Mount Ingino in the Apennines and has always been an important commercial center of Umbria due to its position on the Scegia Pass on the way from the Tyrrhenian Sea to the Adriatic Sea. The medieval city center is characterized by narrow streets and Gothic buildings. The most outstanding building is the Palazzo dei Consoli, which houses the I waterfall in Umbria, the second largest in Italy and the highest man-made waterfall in the world. The most beautiful viewpoint at the Marble Fall is considered to be the Balcone degli Innamorati, Balcony of the Lovers, which can only be reached via a 50-meter tunnel. On a southern slope of Monte Sebastio in the province of Perugia lies the picturesque town of Spello with 8,500 inhabitants. Its pink limestone houses, nested roofs and intact city walls are visible from afar. The flower-filled alleys are only discovered once you are in the town. Spello is also one of the most beautiful villages in Italy. You. Spoleto is the fifth largest city in the region with about 40,000 inhabitants. It is located about 20 kilometers northeast of Terni and was once the most important center of power and trade in southern Umbria. Even today, many of the city's buildings bear witness to its historical importance during the Middle Ages and the Renaissance. Among the most important sites are the Cathedral of Santa Maria Assunta, the Roman bridge Ponte del Torri, and the huge fortress Rocca Ulbornosiana, which used to be a prison and now houses a museum. The city's cobblestone streets and historic buildings are also the backdrop for the International Music, Art and Cultural Event Festival dei Duomondi. Assisi is located about 20 kilometers east of Perugia and is one of the most important places of pilgrimage in Umbria, Italy, and Christianity. The city is the birthplace of Saint Francis of Assisi, founder of the Friars Minor, or the current Franciscan Order, and Saint Clair of Assisi, founder of the Order of the Poor Clairs. With its well-preserved medieval city walls and the ruins of the Rocca Maggiora fortress, Assisi has been a UNESCO World Heritage Site since 2000. you"
QJDAZz3A-ks,"Perugia, ecco la nuova Biblioteca degli Arconi al Pincetto: spazi per bambini, cultura e turismo",2 years ago,spazi verdi," Inaugurata la Biblioteca degli Arconi in Via delle Rupe, proprio accanto all'ingresso delle scale mobili, per la stazione Pincetto del Mini Metro. La biblioteca sarà uno spazio polifunzionale, con un'area pensata come infopoint per il turismo e di promozione delle attività culturali cittadine. Non mancano poi una sezione per ragazzi, una dedicata al gaming e le immancabili sale lettura. Al piano superiore sono state create delle piccole sale conferenza, da cui si può ammirare il paesaggio. Nella sala gotica, inoltre, è possibile visitare una piccola mostra dedicata al fumetto storico, che mette in diretta connessione la nuova biblioteca con la biblioteca delle nuvole grazie anche al rapido collegamento del mini metro come sottolineato dal sindaco Romizzi. Al via le attività mercoledì 21 dicembre alle 16 e 30 con un laboratorio per bambini di biglietti da auguri natalizi. Presente inoltre un'ampia area di gioco per bambini e famiglie che si estende anche nell'area esterna ristrutturata. L'assessore comunale alla cultura Leonardo Varasano ha parlato di un progetto lungo che finalmente apre al pubblico, con una volontà amministrativa precisa che pone al centro degli interessi il libro. La Biblioteca degli Arconi rappresenterà per la cittadinanza un luogo sicuro ed edificante, dedicato al sapere ma anche al divertimento tour e al turismo."
496WHaPMgZo,Dream of Italy Season 1: Full Umbria Episode (PBS  Travel Series),9 years ago,spazi verdi," Small group tours. Local experiences. Behind-the-scenes access. Viator has spent decades finding activities in over 1,500 destinations around the globe because we believe vacations are called vacations for a reason. Your only job should be to choose between the Pinot Grigio and the Sangiovese. Decisions, decisions. Viator, travel with an insider. Traveling to Europe is about more than the destination. It's the journey. It's discovering new experiences. It's history and culture. It's awakening all the world. Join me as we dream of Italy. Umbria, Italy's only region with neither a coastline nor a border with a foreign country. More rustic and less visited than its neighbor Tuscany, Umbria has a distinct feeling, a wildness that is hard to find in the famous region to the west. It's a land of massive hills, steep valleys, and picturesque but little-known villages and towns. If people know anything about Umbria, it is usually only its most famous inhabitant, St. Francis of Assisi. Born in the 12th century, he was the son of a rich merchant, a spendthrift and bon vivant who had a sudden spiritual awakening and spent the rest of his life helping the poor and founding several monastic orders. He is also known as the patron saint of animals. His hometown of Assisi is one of the loveliest in Italy, with a stunning position high on the slopes of Mount Subazio. It is also beautifully preserved, with 2,000 years of Roman, medieval, and Renaissance architecture on display. Further up the mountain, the Eremo delle Corciere is an ancient retreat for mystics that St. Francis visited frequently during his life. It is hard not to imagine him here. So little has changed in 800 years. The air seems suffused with a peacefulness, and the villages have a timeless quality, as if he had only just passed through. Across the valley from Assisi, the city of Perugia has a history that goes back even further. Although it was founded by the native Umbri tribe, by the 5th century BC it had become one of the primary towns of the powerful Etruscan League. Today it is a bustling and beautiful city. The University of Perugia is one of Italy's largest, and student life fills the town with a youthful energy. But history is everywhere. Down a quiet side street, a small workshop at a 500-year-old palazzo keeps the rich tradition of stained glass production very much alive. Maddalena Ferenza is the fourth generation of her family to run the studio that was founded by Francesco Moretti in the 19th century. Moretti was an innovator in an art that goes back a thousand years. His stunningly realistic depictions of people took stained glass out of its medieval past and into the modern world. La produzione di vetrati è molto tiempo consumo e lavorativo. fare il bozzetto, poi il disegno a grandezza reale. Dopodiché viene deciso come far passare i piombi intorno al vetro e quindi il disegno viene diviso in varie parti. Queste separazioni vengono passate su un cartoncino e attaccarlo contro un supporto sempre di vetro e quindi questa cosa dà la possibilità di vedere la vetrata contro luce naturale perché mezzo vetro e metà vetro si mettono insieme e quindi si può vedere la vetrata contro luce naturale Manolena è nata in un palazzo sopra alla stanza, la sua infanzia si spinge a guardare gli artigiani che si sono trasform sono soddisfatta perché mi dà tanta passione, mi dà comunque, mi dà tante emozioni. Madalena's devotion to her art is inspiring. Perhaps there is something in the air in Perugia. When you start to look, you see the city is full of artists and artisans. In a quiet piazza on the edge of town, inside a 13th century church, Marta Kupcha also works with the tools that her family passed down to her. As she explains, weaving is a deep tradition among the pe local women to earn money for their work. The workshop closed in 1993, but Marta couldn't bear to see the looms in disuse, so she learned how to use them. Marta has become both an expert we'esperta nel lavoro che un storico della città. The cards tell the loom how to create the pattern. Le carte indicano come creare il telo. In un modo, il lavoratore è solo l'engine del telo. Questi teli erano i primi salvati nella Rivoluzione Industriale. La loro invenzione ha iniziato il processo lungo e lento di trasformare i lavoratori in due persone, una persona un tessitore da un lato, uno dall'altro a lanciarsi la navetta. Questa è la cosa per me più affascinante, quella che mi lega tantissimo a questo lavoro, il fatto ogni volta di poter. It's a perfect spot to get that little boost I'll need before I head out of town for a very special experience. Just outside of Perugia's towering city walls, the world-famous Perugina Chocolate Factory has been making bocce since 1904. Bocce means kisses in Italian, and these perfect little chocolate bites have passed through millions of lips since they were first invented right here. As good as they are straight from the factory, I decide to try my hand making them from scratch. Master chocolatier Massimiliano Guido Baldi has agreed to show me how it's done. The first step is put into a pastry bag. Then the balls are rounded by hand. And an individual hazelnut is placed on top. The final step is to dip them in tempered dark chocolate. Massimiliano shows me how it's done. It's not as easy as it looks. Am I doing this right? What? No, change? It's simple, but make this. Oh yes. Then the cooled ganache balls are dipped in the tempered dark chocolate and you have bocce. On the paper. Beautiful. Very, very nice. As thrilling as it is to learn how to make the world famous baci, I'm ready to get out into the Umbrian countryside. Less than an hour south of Perugia, near the town of Bavania, I find the perfect place. At this small farm, Diego Calcabrina and his assistant Elina for goat cheese is unusual in Umbria, a region known more for sheep and cow's milk cheeses. Without a local tradition to draw on, Diego had to go to school to learn the craft. Diego takes me on of days in the autumn. Diego's love for the animals and the care he puts into the cheeses has made the farm a success. Hi Rocco. Rocco is the boss. He's the boss. He's supervising. Yeah, that supervises around 150 goats. The work is hard. The goats need to be milked every day from February to November. In the late fall, they are bred and they spend the winter gestating. In the spring, the baby goats, called kids, are born. Throughout the year, the goats spend a lot of time outdoors, eating through the rich grasses and wild greens that grow in the Umbrian fields. Diego and Alina do have a little help with the goats, a border collie named JJ. I asked him if it was hard to train JJ to work with him and the goats. The goats eat the grass and make the milk to make the cheese. What could be more beautiful and simple? Umbri enriches from the land. We work hard. If you want to come here, I'm with my hand open. The gentle hills surrounding Diego's goat are filled with vineyards whose leaves paint the countryside red, orange, and gold in the fall. The tiny, once little-known towns of Bavagna and Montefalco now attract international visitors in search of the perfect vintage of Merlot, Sangiovese, and most importantly, local superstar grapes, Sagrantino. This indigenous grape has experienced a renaissance over the last 20 years and drawn winemakers such as the Lunelli family from northeast Italy. Not content to build just a winery, they have constructed a striking modern structure called the Carapace. In Italy, whenever we do things, we try to do it not only good, not only nice, but we try to do it in a beautiful way. And that's why the Carapace was born. The Carapace is the shell of a turtle. The turtle is a symbol of luck, stability, and longevity. The designer of the Carapace, sculptor Arnaldo Pomodoro, was inspired by the landscape to create this unusual shape. That was really the beginning and was the easy part. The difficult part was translating into something which is huge and massive like this. As striking and modern as the Carapace is, it does feel as if it's an organic part of this land. And that is no easy feat. Over the hill in Montefalco, Sagrantino lovers seek out another man, Marco Caprai, who is a towering figure in the grape's evolution. When Marco began working with his father at the Arnaldo Caprai Winery in 1987, Sagrantino grew on just a few hundred acres in Montefalco and was unknown outside the area. He worked tirelessly to refine its cultivation. Considered one of the most tannic and powerful of all grapes, Sagrantino now grows on thousands of acres here in Montefalco, and vintners across the world have planted this once obscure variety. In Umbria, where there's great wine, incredible food is not far away. And Arnal with a variety of small chickpeas, or cecchi, that are local to the area. We heat the chickpeas in water with garlic and rosemary for a little over an hour. But the true fun of the dish, in more ways than one, is making the pasta that will go in the soup. The secret is to use two flours, a mixture of semolina and durum. Like any good chef, Salvatore estimates by sight. As we start, Salvatore serenades me with a song. It's hard work to make pasta. Salvatore shapes it into a ball. While we wait for the dough to rise, we make the rest of the soup. The dough has risen and we are ready to roll out the pasta. He shows me how to cut the pasta, the mal tagliati, which literally means badly cut. It can't be all work when you're cooking. After a quick dip in boiling water, the pasta is ready to add to the soup. A simple yet flavorful dish representative of the cucina povera, or poor man's cuisine here in Umbria. Buon appetito. Buon appetito. Delicious. My journey through Umbria has been incredible, eye-opening and mouth-watering. For my last stop, I make my way to the remote Nera Valley, deep in the hills east of Spoleto. Here, the steep stone walls of Castel San Felice rise up from the valley floor. And just outside the village, Marta Giampiccolo runs a small saffron farm on her family's land. Saffron is derived from the flowers of the saffron crocus, and at up to $13,000 per pound, it is the most expensive food in the world. Marta and other spice is actually the stigma of the flower. Three red threads per flower, nothing more. Marta and the village elders have also rekindled the ancient practice of harvesting the wild greens that grow in the fields and meadows. This knowledge was almost lost after the Second World War, when it was viewed as a relic of the region's poverty-stricken past. Quello che era una volta essenziale per la sovrapposizione, è ora fondamentale per un vita sano. What was once essential for survival is now a foundation of healthy living. Baskets in hand, the group walks back to the village to sort their bounty. Costing nothing more than their time and the effort to pick them, these plants will nourish the bodies and depth that can take you by surprise. The warmth of the people is intoxicating, and its beauty is simply astounding. I can't wait to come back and drive deep into the hills and get lost. Who knows what I'll find next time. Small group tours. Local experiences. Behind-the-scenes access. Viator has spent decades finding activities in over 1,500 destinations around the globe because we believe vacations are called vacations for a reason. Your only job should be to choose between the Pinot Grigio and the Sangiovese. Decisions, decisions. Viator, travel with an insider. Traveling to Europe is about more than the destination. It's the journey. It's discovering new experiences. It's history and culture. It's awakening all five senses. Ama Waterways River Cruises. Perillo Tours, helping Americans explore Italy since 1945."
