video_id,title,upload_date,keyword,transcription
pXl84nY8Css,L'Osservatorio sui rifiuti di Perugia presenta attività e difficoltà,6 years ago,rifiuti," A Perugia esiste un organismo, l'Osservatorio sui rifiuti, che in vigore dal 2017 ha l'obiettivo di controllare il ciclo dei rifiuti indicando criticità proposte e soluzioni. Nei giorni scorsi l'Osservatorio ha convocato una riunione per presentare l'attività svolta durante la quale sono emerse le difficoltà nel reperire informazioni, soprattutto da parte di Gesenu, giudicata poco disponibile a fornire quanto richiesto ci possiamo dire come bilancio attuale è che siamo ancora in fase di reperimento di documentazione, dobbiamo essere messi ovviamente nella condizione di poter lavorare al meglio e per noi è fondamentale e imprescindibile l'apporto, la collaborazione, di fare e dar accordo tra cittadini e istituzioni mirando ad essere un punto di riferimento in tema di rifiuti. Le riunioni dell'osservatorio sono aperte e tutti i verbali vengono pubblicati nell'apposito spazio all'interno del portale del Comune di Perugia dove vengono rese note di volta in volta anche le convocazioni delle sedute e i relativi ordini del giorno. Gli stessi cittadini di Perugia hanno già cominciato a fare segnalazioni sulle criticità individuate personalmente. di resicati per i parcheggi e c'è anche il problema appunto del lavaggio, non di poco conto dei cassonetti, perché finché la raccolta è stradale il servizio è a carico di ceseno, nel momento in cui i cassonetti vengono inseriti all'interno delle pertenenze condominiali anche il lavaggio degli stessi, la sanificazione è a carico del condominio. L'osservatorio sui rifiuti è composto da 15 membri tra cui il vice sindaco Urbano Barelli, la consigliera di maggioranza Angela Leonardi, quella di opposizione Cristina Rosetti e da rappresentanti di varie associazioni. Per i prossimi mesi è stato annunciato che lavorerà per sfruttare al meglio le opportunità di partecipazione e recepire nuove segnalazioni e proposte da parte dei cittadini."
m3-vdjyfc_M,"Rifiuti, inaugurato il nuovo polo Gesenu di Perugia",2 years ago,rifiuti," Con l'inaugurazione del nuovo polo logistico integrato è iniziata la prima fase del progetto di riorganizzazione e razionalizzazione delle sedi delle società del gruppo Gesenu. La nuova struttura è situata nell'area industriale di Ponte Felcino, sito ritenuto ottimale per la localizzazione della futura nuova sede direzionale nei pressi degli uffici delle controllate SECIT impianti, GSA e Gesenu Energia. L'ampio parcheggio di oltre 14.000 m² ospiterà l'intera flotta dei veicoli destinata alla raccolta dei rifiuti, 123 mezzi con 130 addetti prima situati presso l'impianto di Ponterio dove si sono liberati spazi per realizzare nuove strutture di trattamento rifiuti, come l'impianto dedicato a pannolini e pannoloni, il cui progetto nell'ambito del PNRR di recente è stato ritenuto ammissibile a finanziamento. Il nuovo polo di Ponte Felcino inoltre è già stato attrezzato e predisposto per l'installazione delle colonnine di ricarica dei veicoli elettrici che entreranno a far parte della flotta aziendale in un prossimo futuro. Al taglio del nastro sono intervenuti il sindaco di Perugia Andrea Romizzi, gli assessori all'ambiente e al bilancio del Comune Otello Numerini e Cristina Bertinelli, Vladimiro Denunzio e Luciano Piacenti, rispettivamente Presidente e consigliere delegato Gesenu, il direttore operativo di Gesenu Massimo Pera e i vertici del Lauri. Durante l'inaugurazione nel parcheggio non potevano mancare i veicoli Gesenu, decorati con le opere realizzate da artisti e illustratori di fama nazionale nell'ambito dell'iniziativa raccolta da autore, un progetto che sta molto a cuore all'azienda e che proseguirà nel futuro."
lPmJARarK3U,"GESENU - l'Igiene Urbana, la Soluzione di Perugia | Documentario Istituzionale (anni 80°)",2 years ago,rifiuti," Quando i nostri antichissimi progenitori si muovevano nel loro ambiente le cose andavano abbastanza bene. Le situazioni erano più semplici e gli uomini non avevano grossi problemi. Ah no, un momento. Il problema dei rifiuti ce l'avevano anche allora. Però in fondo, molto naturalmente, lo risolvevano così. Poi si organizzarono ed inventarono qualcosa che non li avrebbe mai più lasciati. Il lavoro. Creavano rifiuti, ma grazie ai tempi e ai materiali, madre natura ci pensava da sé. Fin qui tutto bene, solo un po' di sana fatica, ma poi un brutto giorno, già stanco di lavorare la terra, eh? E vuoi andare altrove, magari in fabbrica. Qui sì che cominciano i guai seri. Così nel corso del tempo l'organizzazione della raccolta e smaltimento rifiuti divenne necessariamente sempre più ordinata. In Italia l'esigenza di dare al servizio una vera regolamentazione legislativa trovò applicazione nel 1941. Secondo la nuova normativa molte cose sarebbero dovute cambiare, ma la reale unica innovazione fu la raccolta dei rifiuti casa per casa, con la proibizione di scarico indiscriminato. E non soltanto il cittadino normale sarà tenuto a rispettare le più elementari norme di civismo ma anche e soprattutto l'industria dovrà fare i conti con le nuove disposizioni anti inquinamento. Così i fumi che dovranno essere adeguatamente filtrati per salvaguardare la salubrità dell'aria e così per gli scarichi in acque correnti che dovranno parimenti essere muniti di adeguati sistemi di depurazione. C'è da dire ed è un momento importantissimo nello svilupparsi della problematica dei rifiuti solidi urbani, che gli addetti ai lavori e i responsabili pubblici si resero conto della necessità di un nuovo strumento legislativo più idoneo ai tempi e finalizzato, oltre che al servizio, anche a nuove prospettive di riciclo e recupero energetico. Se tradizionalmente le formule di gestione dei servizi di nettezza urbana sono tre, diretta dall'ente locale, gestione attraverso un'azienda municipalizzata, gestione in appalto, nel caso di Perugia la scelta è stata diversa, anche a causa delle attività imprenditoriali quali un sistema di smaltimento particolare come il riciclaggio richiede. In questa ottica è stata avviata una nuova esperienza di gestione a mezzo di una società per azioni a capitale misto, pubblico e privato. Questa particolare formula ha il pregio di unire la snellezza di decisione del privato con la salvaguardia dell'interesse pubblico. Con questi presupposti e grazie all'immediato consenso di tutte le forze politiche, il 1° dicembre 1980 nasce a Perugia la Gesenu S.p.A., Società a Capitale Misto, composto per il 45% da capitale pubblico, Comune di Perugia, e per il 55% da capitale privato, Gruppo Cecchini. Il consiglio di amministrazione della Gesenu SPA è composto da sette consiglieri, di cui tre rappresentanti il capitale pubblico e quindi nominati dal Consiglio Comunale di Perugia e quattro rappresentanti il capitale privato. Il presidente della società è nominato tra i consiglieri di parte pubblica, mentre l'amministratore delegato fra quelli di parte privata. Il collegio dei sindaci revisori è composto da tre rappresentanti, di cui due, fra i quali il Presidente, sono di nomina pubblica, il terzo è di nomina privata. la Gesenu la polizia delle strade, delle piazze e delle aree pubbliche della intera città di Perugia. Nelle zone del centro storico, meta di notevole presenza pedonale, il servizio viene prolungato fino alle ore 20. Un turno viene effettuato anche i giorni festivi. Le operazioni di pulizia avvengono manualmente nei punti più difficili e con l'ausilio di macchine spazzatrici di tipo aspirante nelle zone di maggiore viabilità. Attualmente circa un terzo del territorio comunale viene servito con il sistema meccanizzato. Un altro servizio di istituto, fra quelli indispensabili, è quello della raccolta e trasporto dei rifiuti. Perugia, il centro storico di trasferiscono il materiale ad un automezzocollettore di grande capacità di carico. Un sistema automatico consente il travaso diretto dei rifiuti dai piccoli motocarri all'automezzocollettore, il quale con uno o più viaggi consente il trasità e le situazioni urbanistiche consentono l'impiego di strutture più produttive ma più ingombranti, sono ubicati al servizio degli utenti contenitori da 1100 litri in metallo o in plastica più conosciuti col nome di cassonetti. Tutti i giorni feriali dalle 5 alle 13 automezzi dotati di dispositivo volta cassonetti provvedono alla vuotatura automatica dei contenitori. Un sistema di compattazione consente un aumento del peso specifico dei rifiuti fino a 4-5 volte, onde consentire una notevole capacità di raccolta. Completato il carico ogni automezzo fa ritorno all'impianto di ponterio per lo svuotamento e riparte per un successivo viaggio fino al completamento della zona assegnata. Tutti i cassonetti installati, in plastica o in metallo che siano, vengono periodicamente lavati e disinfettati. I prodotti usati a tale scopo sono appositamente studiati per evitare e controllare l'insorgere di situazioni di disagio dovute al contatto continuo con i rifiuti. Viene impiegata una speciale attrezzatura automatica che al seguito dell'autocarro di raccolta a contenitore vuoto provvede al lavaggio sia all'interno che all'esterno del contenitore stesso con acqua ad alta pressione. Terminato il ciclo di lavaggio attraverso il circuito secondario il cassonetto viene completamente irrorato sia internamente che esternamente dalla soluzione disinfettante nebulizzata. Quindi il contenitore viene ricollocato alla propria ubicazione abituale pronto per l'uso. Le acque sporche usate nell'operazione di lavaggio vengono raccolte e a lavoro ultimato immesse direttamente nell'impianto di depurazione acque. Parallelamente ai servizi sopradescritti che rappresentano per Mole l'impegno preponderante dell'azienda, la Cesenu espleta tutta una serie di servizi collaterali ma non per questo meno importanti per la città è un'azienda di servizi di qualità. Agli utenti, cucine, mense, ristoranti, del centro storico, vengono consegnati recipienti in plastica in numero sufficiente per lo smaltimento dei rifiuti semisolidi. Una squadra motorizzata provvede tutti i giorni feriali al ritiro dei recipienti e alla contemporanea consegna di altrettanti recipienti vuoti, perfettamente lavati e disinfettati. Altro problema particolarmente sentito nei centri cittadini è rappresentato dai rifiuti ingombranti, vecchi mobili, cucine, grossi elettrodomestici e simili che non possono essere raccolti con i sistemi usuali. La Gesenu ha organizzato a Perugia il cosiddetto servizio rifiuti ingombranti attraverso il quale l'utente può richiedere per telefono l'intervento dell'azienda la quale provvede con un apposito automezzo attrezzato al ritiro degli oggetti stessi a domicilio. In qualsiasi città particolare attenzione va sempre posta al problema dei rifiuti speciali ospedalieri. Lo smaltimento di questi richiede sistemi sofisticati, spesso impensabili ed antieconomici per piccole unità. Nasce quindi l'esigenza di unità di smaltimento centralizzate, di notevole capacità operativa, che diano sufficienti garanzie di combustione dei rifiuti. Di conseguenza essi devono essere trasportati dai luoghi di produzione ai luoghi di smaltimento. Operazione questa da effettuarsi con la massima cura ed attenzione. La Gesenu ha messo a punto a Perugia un sistema che a mezzo di contenitori brevettati costituiti da un doppio contenitore ermetico consente il trasporto con la massima sicurezza dei rifiuti ospedalieri dai luoghi di produzione al luogo di smaltimento. In una realtà economica come quella dell'Umbria, anche se non industrializzata ai massimi livelli, importanza rilevante assume la questione dei rifiuti speciali, quelli cioè prodotti dalle attività industriali, artigiane e commerciali. In questi casi il problema non può mai essere affrontato in maniera univoca, ma occorre di volta in volta analizzare il problema e ricercare il trattamento più appropriato in relazione alle caratteristiche specifiche del rifiuto stesso. L'azienda effettua per numerose realtà industriali, artigianali e commerciali il servizio di trasporto e smaltimento di una grande varietà di rifiuti speciali e assimilabili. Un altro servizio di primaria utilità per la cittadinanza è costituito dal rifornimento idrico agli utenti il cui approvvigionamento scarseggia in certi periodi dell'anno. L'azienda, a mezzo di autobotti, a supporto del servizio già espletato dal comune, provvede soprattutto d'estate a garantire la disponibilità di acqua potabile in tutto il territorio comunale. Fedele ai principi del recupero e del riciclaggio dei rifiuti, come meglio avremo occasione di parlare in seguito, la Gesenu ha avviato in alcuni quartieri cittadini la sperimentazione della raccolta differenziata del vetro. Sono stati posti a disposizione dei cittadini speciali contenitori di forma inconfondibile per l'esclusiva raccolta di materiale vetroso, prevalentemente bottiglie. Il contenitore, una volta pieno, viene vuotato sul posto da un automezzo della società appositamente predisposto. Il materiale raccolto viene poi inviato alle vetrerie per il successivo reimpiego, contribuendo in tal modo ad un indiretto recupero energetico. La Gesenu inoltre effettua a Perugia tutta una serie di interventi accessori tendenti al miglioramento e al mantenimento delle condizioni igieniche generali della città. In particolare si può ricordare il lavaggio e la disinfezione stradale. Mediante un'apposita autocisterna munita di pompa ad alta pressione periodicamente viene effettuato il lavaggio e la disinfezione delle superfici più esposte della città come ad esempioitoie stradali, onde consentire un regolare deflusso delle acque piovane nella rete fognaria. Equipaggi con adatte attrezzature provvedono periodicamente ad ispezionare le caditoie e a rimuovere terriccio o detriti che potrebbero ostruire il libero scarico. Apposite squadre inoltre provvedono in relazione alle specifiche esigenze della città ai servizi occasionali, quale ad esempio la rimozione delle foglie nei periodi della loro caduta stagionale, la disinfezione e disinfestazione dell'ambiente, con particolare riguardo alle discariche controllate, agli stabilimenti, ecc. Ponte Ponte denominate servizi interni, eseguite all'interno del cantiere di Ponterio. Il complesso, ubicato a soli due chilometri dal centro cittadino e quindi in posizione strategica rispetto alle esigenze del servizio, raggruppa i settori operativi di supporto, l'amministrazione, l'officina, i magazzini, le rimesse e il lavaggio degli automezzi, nonché le attività di trattamento finale dei rifiuti rappresentano un importante impegno aziendale, indirizzato da sempre verso il riciclaggio e il recupero. Tali sono stati i principi ispiratori del primo impianto di smaltimento risalente ai primi anni 50 e, sempre secondo gli schemi riciclaggio l'impianto ha subito nel corso degli anni vari aggiornamenti in relazione ai progressi tecnologici del settore, alle variazioni qualitative e quantitative dei rifiuti e alle mutate possibilità di mercato per i prodotti recuperati. È importante notare come è variata nel tempo sia la quantità che la composizione merceologica dei rifiuti. Andamento che rispecchia la situazione economica generale. Da 270.000 quintali nel 1975 si è passati ad oltre 400.000 quintali nell'84 prodotti dal solo comune di Perugia. per passare dal 42,89% al 45,57%. Il sottovaglio da 20 mm aumentare dal 19,05% del 77 al 30,42% dell'82. La carta e i cartoni dal 17,65% all'8,78%. Le plastiche passare dal 7,30,30 al 5,61, gli inerti ed inqualificabili dal 6,19 al 4,62, i tessili legno e cuoio dal 4,14 al 2,53 ed infine i metalli dal 2,78 al 2,47%. L'attuale ciclo di lavorazione, che può essere identificato come la seconda generazione del riciclaggio, inizia con i rifiuti provenienti dalla città di Perugia e dai comuni limitrofi, in arrivo allo stabilimento per un totale di oltre 700.000 quintali all'anno. Essi vengono pesati mediante un sistema di bascula automatica e quindi indirizzati allo scarico in opportune fosse di ricevimento. Queste risultano chiuse e in depressione per evitare la comunicazione all'esterno dei rifiuti e l'esalazione di polveri e odori. I rifiuti raccolti nelle fosse vengono caricati nella tramoggia della linea primaria di selezione a mezzo di una benna su carroponte. Da qui, mediante un trasportatore metallico, vengono portati in una prima macchina che ha la funzione di aprire i sacchi chiusi e ridurre la pezzatura dei rifiuti ingombranti. La stessa macchina, qualora si verifichi la presenza di materiale particolarmente resistente e ingombrante, ha la possibilità di rigettare il suddetto materiale direttamente nelle fosse destinate a ricevere il materiale da incenerire. Il materiale, ridotto in pezzatura più omogenea viene convogliato mediante nastro trasportatore metallico ad un selezionatore ruotante dove avviene la separazione volumetrica della sostanza organica grezza che passa attraverso i fori e che è destinata a raggiungere l'impianto per la produzione di compost. Dalla restante massa dei rifiuti viene selezionato il materiale ferroso captato da un elettromagnete la massima quantità di ferroso e inerti sono inviati ad una fossa dei ritorni per essere successivamente bruciati nell'inceneritore. A questo punto la linea di selezione primaria ha separato sommariamente i rifiuti in ferro, materiale leggero, carta, cartone, plastica e stracci ancora mescolati tra loro, materiale inqualificabile che va all'inceneritore, materiale organico grezzo. Successivamente i materiali separati vengono indirizzati alle linee di lavorazione specifica al fine di perfezionare la selezione primaria e raffinare quindi i singoli prodotti prima della commercializzazione. Il materiale ferroso selezionato dai rifiuti, scatolame ferroso viene a questo punto immesso in una pressa idraulica che ne riduce notevolmente il volume. Le ballette ottenute, movimentate con una piastra magnetica, vengono confezionate su pancali per essere trasportate alla fonderia per la riutilizzazione. Il materiale leggero, carta, cartone, plastiche in film e stracci, una volta separato dalla massa dei rifiuti, è inviato ad un trituratore differenziale e ad un selezionatore rotante. Qui si ha la separazione della parte voluminosa dalla frazione più minuta. Il materiale voluminoso viene quindi sottoposto ad un secondo classificatore ad aria, più sensibile del primo, che consente di separare la plastica in film, ridotta successivamente in balle da una pressa meccanica, dai componenti più pesanti. Questi componenti, riuniti alla frazione più minuta proveniente dal selezionatore rotante, costituiscono i materiali utilizzati per la produzione di combustibile urbano. Seguiamo adesso le ballette di plastica in film che raggiungono un impianto satellite in grado di rigenerarla. Le balle provenienti dall'impianto di selezione vengono immesse in un ciclo particolare nel quale la plastica viene lavata per epurarla dagli altri componenti, asciugata, densificata e portata alla temperatura di fusione nella trafila. La banda che ne deriva viene ridotta in granulato plastico che è trasportato pneumaticamente ad un silos da dove viene estratto per essere insaccato. Il prodotto così viene posto sul mercato per usi industriali. si Il prodotto che ne deriva, denominato combustibile alternativo urbano o RDF, recovering derived fuel, si presenta sotto forma granulare, di pezzatura controllata e potere calorifico inferiore o pari a 3500 kcal per kg ed è usualmente utilizzato nei cementifici. In termini energetici 2,5 kg di combustibile urbano equivalgono a circa 1 kg di petrolio. Il reparto di incenerimento in serie al riciclaggio dei rifiuti è visto solo come sistema di smaltimento della parte non riciclabile e nello stesso tempo come produttore di vapore necessario ai cicli tecnologici. I materiali inviati all'incenerimento, a causa delle precedenti lavorazioni, risultano molto più omogenei come caratteristiche chimico-fisiche rispetto ai rifiuti tal quali. Questo consente un processo di incenerimento per autocombustione a temperature sufficientemente costanti e con una regolarità di funzionamento non riscontrabile quando si brucia il rifiuto tal quale. Le cenere in uscita dalla camera di combustione sono spente in acqua per poi essere trasportate in discarica controllata. I fumi, prima di essere immessi in atmosfera, sono sottoposti ad un processo di lavaggio ed abbattimento ad umido. Il calore di combustione viene recuperato sotto forma di vapore saturo, impiegato per gli usi tecnologici all'interno dello stabilimento e per gli usi civili in tutto il complesso di Ponterio. Riscaldamento degli ambienti, acqua sanitaria eccetera. Abbiamo fin qui visto le lavorazioni specifiche che vengono effettuate nell'impianto di Ponterio. Per quanto riguarda il materiale organico grezzo, esso contiene oltre alle sostanze organiche derivanti dagli scarti vegetali ed alimentari in genere, anche vetri, inerti, cocci, plastiche dure, eccetera. La destinazione finale più razionale per questa frazione è la sua trasformazione in compost. La Gesenu, in collaborazione con la Sorayn Cecchini, ha redatto un progetto per realizzare questa trasformazione in un ambiente controllato, aerato e con movimentazione programmata tale da garantire un corretto processo di fermentazione aerobica richiesto per la trasformazione in compost. Il processo si conclude con la separazione della componente organica compostata dagli altri materiali che sono destinati alla discarica, mentre il compost raffinato costituisce un supporto organico utile in agricoltura. Adiacente all'impianto di smaltimento di Ponterio è in funzione un impianto per la depurazione acque, avente la capacità di 10.000 abitanti equivalenti, che provvede alla depurazione dei liquami proveni dal fosso Bulagaio, dai centri abitati di Ponterio e Montelaguardia, nonché di quelli provenienti dall'impianto di smaltimento. Le acque in arrivo subiscono una prima sgrigliatura, dissabbiatura e disoleatura per poi essere inviate in apposite vasche per la successiva ossidazione, sedimentazione e clorazione finale. Così trattate e quindi rispondenti ai requisiti delle disposizioni vigenti, le acque vengono scaricate nel fosso Rio. I fanghi di risulta subiscono un ispessimento, un condizionamento con prodotti chimici e quindi la pressatura per renderli palabili e trasportabili in discarica. che Il recupero di prodotti, materiali ed energia. La creazione di posti di lavoro, diretti e indiretti. La riqualificazione tecnica, igienica e sociale di un compito per sua natura spesso ritenuto degradato e di scarsa rilevanza. Detti i risultati, sono ritenuti dall'azienda punti di partenza per sviluppare tutti quegli interventi atti a migliorare e perfezionare le tecnologie applicate, dando luogo a continue collaborazioni e confronti tecnici con delegazioni nazionali ed internazionali. Nel campo dello smaltimento, la ricerca di nuove soluzioni per incrementare i recuperi e qualificarne gli impieghi, come l'RDF nei cementifici e il compost in agricoltura rappresentano gli obiettivi più qualificati. Analogamente, per quanto riguarda le altre attività aziendali, l'introduzione di sistemi di elaborazione dati nelle gestioni, la ristrutturazione dei servizi con sistemi più economici e più produttivi, la razionalizzazione delle risorse e dei mezzi, la meccanizzazione di operazioni tradizionalmente manuali, costituiscono oggi interventi indispensabili per un'azienda di servizi che si pone l'obiettivo di far fronte alle esigenze sempre crescenti della collettività. È infine opportuno ricordare come tali risultati sono stati possibili con il conforto e il contributo delle maestranze e delle forze sociali, grazie anche alla corretta applicazione dei meccanismi della società per azioni a capitale misto, che è riuscita a ricondurre nei binari dell'interesse pubblico e sociale le capacità manageriali ed imprenditoriali della componente privata. ლილილილილილილილილილილილილილილილილილილილილი� you you"
hxyM9BQDKhU,"Perugia, a Ponte Rio i rifiuti stoccati sul piazzale della sede di Gesenu",6 years ago,rifiuti," Субтитры добавил DimaTorzokカメラのレンズが動いているのを見るための スプレーを 使用します。カメラのレンズが動いているのを見ることができます。 Украина, Киев"
c4-toQi48xY,CONFERENZA STAMPA OSSERVATORIO SUI RIFIUTI DEL COMUNE DI PERUGIA,6 years ago,rifiuti," L'osservatorio rifiuti di Perugia non riesce ad acquisire i dati da Gesenu, dati fondamentali per monitorare la raccolta. Attivato sei verificare lo stato del ciclo di raccolta degli scarti urbani, è attivo da sei mesi. Ha già, soprattutto la parte di Cesenu, la cui scarsa disponibilità aiene positivi i risultati riportati finora dalla differenziata. la collocazione dei nuovi raccoglitori, gli obblighi in capo al cittadino, in capo ai condomini. gruppo Cristina Rosetti in particolare chiede ancora una volta che parta l'applicazione della tarifa puntuale, che la differenziata porta a porta sia avviata sul 100% del territorio comunale e che si raggiunga la tracciabilità totale dei rifiuti."
q-OUoMp9UBQ,Scarico rifiuti liquidi in acque pubbliche: la Finanza di Perugia ferma scempio ambientale,4 years ago,rifiuti, you you
0wIJ-Luho18,"Perugia, che disastro a Monteluce: rifiuti nel complesso che ospita uffici e locali",5 years ago,rifiuti," Una parte di Perugia, lunedì 14 ottobre, dietro piazzale Cecilia Coppoli a Monteluce, alcuni contatori, la centrale termica, la centrale elettrica, di come viene mantenuta e gestita per l'intera zona di Monteluce e che serve il comune, alcuni uffici, i servizi sociali, l'elettorale, la nagrafe e alcune attività commerciali, nonché anche la sede di una banca. Quella è la centrale termica dove questa mattina ci dormivano alcuni dopo averla sfasciata. Di qua c'è il quadro elettrico, i sistemi di allarme che se vengono attivati simulano e bloccano l'energia elettrica su tutto il centro di Monteluce. Da quella porta si arriva o si entra al parcheggio meno 1 di Monteluce, il parcheggio a pagamento. Questa è come è abbandonata e lasciata nell'inerzia più totale una zona che dovrebbe essere il futuro residenziale di Perugia."
GOIIR6JPby0,Ridefinite le modalità per la raccolta dei rifiuti al mercato settimanale - Ass. Com. Ramona Furiani,9 days ago,rifiuti," Buongiorno, ci troviamo al mercato settimanale e stamattina insieme al vigile ambientale abbiamo fatto una ricognizione di tutti gli ambulanti perché da oggi parte la riqualificazione del servizio di raccolta differenziata proprio qui al mercato. Abbiamo deciso di implementare e di attenzionare la raccolta differenziata in questo momento molto importante della nostra città e con il contributo anche dell'assessorato al commercio e quindi di tutti gli ambulanti proprio perché, come tutti gli altri settori, hanno necessità di essere migliorati, implementati e attenzionati. Con questa con questa azione gli ambulanti lasceranno tutti i rifiuti che vengono prodotti durante il mattino presso la propria piazzola e differenzieranno in maniera puntuale carta, cartone, plastica e tutto ciò che producono, fibre tessili e altro. Un'attenzione particolare viene data al settore che riguarda la frutta e verdura, quindi la parte del rifiuto umido, proprio perché questo ci consente anche di avere una particolare attenzione alla qualità del rifiuto. Qualità del rifiuto che, diciamo, è un po' l'oggetto della nostra campagna che inizia oggi da qua, ma che avrà ad oggetto anche altri ambiti della città e delle attività come i condomini, la zona industriale e un po' tutta la città, proprio perché abbiamo bisogno di puntare alla qualità del prodotto, alla qualità del rifiuto anche attraverso una campagna di sensibilizzazione che vi comunicheremo nelle prossime settimane."
